songid,track,artist,region,datee,position,streams,danceability,energy,song_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_sig,country_name,rank,score,high,low,gdp,fam,health,freedom,gen,trust,dys
3voxukrHBXctzxdSbCycey,Márchate ahora,Los Totora,uy,12/31/17,178,1358,0.76,0.775,7,-6.579,1,0.0784,0.148,0,0.0886,0.754,101.946,234627,4,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534
6C7RJEIUDqKkJRZVWdkfkH,Stronger,Kanye West,au,12/29/17,196,21046,0.625,0.726,10,-7.731,0,0.155,0.00728,0,0.318,0.483,103.98,311867,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
7qxgfIAuWUY9VHLn35Sqwg,Dame Bola,Sonido De La Costa,uy,7/1/17,160,1112,0.587,0.724,0,-6.116,1,0.141,0.1,0,0.056,0.871,196.044,171375,4,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534
7cufww06qM0dH2rpkch4fi,Sex ohne Grund,Ali Bumaye,at,6/7/17,199,1657,0.899,0.6,0,-7.052,0,0.327,0.167,0,0.0469,0.685,93.982,187760,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
0gySKxqIOHTVD3YObTsJug,Nössö,Petri Nygård,fi,12/31/17,4,72426,0.878,0.829,0,-3.929,1,0.0428,0.0817,0,0.186,0.654,110.012,206608,4,Finland,5,7.468999863,7.527542076,7.41045765,1.443571925,1.540246725,0.80915767,0.617950857,0.245482773,0.382611543,2.430181503
0PJIbOdMs3bd5AT8liULMQ,oui,Jeremih,us,2/26/17,195,143234,0.715,0.703,5,-3.825,1,0.0503,0.192,0,0.113,0.596,119.749,238320,4,United States,14,6.993000031,7.074656748,6.911343313,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788,2.218113422
4tH07pR7ERMXBJXSC5EJg9,Sicario,Sleiman,dk,12/29/17,175,8622,0.692,0.802,5,-5.662,0,0.0305,0.38,0.000348,0.0651,0.475,120.006,216019,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
2XdgSB4TtzUHQYCMfSHbFI,High End,Chris Brown,au,10/13/17,171,22406,0.725,0.503,10,-5.646,1,0.209,0.0144,1.52E-06,0.124,0.0636,153.047,202214,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
7KhBQ6XFeAGrQzyT28MWvP,47,Anuel Aa,do,5/20/17,145,1096,0.749,0.667,11,-6.065,1,0.105,0.0806,0,0.117,0.333,145.914,253973,4,Dominican Republic,86,5.230000019,5.349060885,5.110939153,1.079373837,1.402416706,0.574873745,0.552589834,0.18696785,0.113945253,1.31946516
1MksGqIztTT6M9R1ErKVs8,No Favors,Big Sean,gr,2/11/17,62,1089,0.58,0.768,11,-5.482,1,0.386,0.608,1.05E-06,0.342,0.351,124.719,325840,5,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
2pnPe4pJtq7689i5ydzvJJ,Run Rudolph Run - Single Version,Chuck Berry,gr,12/25/17,59,1621,0.688,0.711,7,-10.453,0,0.0832,0.788,2.64E-05,0.0683,0.935,152.277,165733,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
30mNHDOw7qD5SF8tBeuPpu,Bruk Off Yuh Back,Konshens,cr,12/31/17,138,2508,0.816,0.875,7,-2.499,1,0.184,0.187,0,0.0346,0.952,100.967,173465,4,Costa Rica,12,7.078999996,7.168111666,6.989888326,1.109706283,1.416403651,0.759509265,0.58013165,0.214613229,0.100106589,2.898639202
04f13iELcsYpY2yeLiAcfq,El Amante - Remix,Nicky Jam,py,12/31/17,105,1857,0.803,0.767,8,-5.377,1,0.0535,0.311,0,0.073,0.598,89.968,225520,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
1y9mv4NMheIuIUKf9hsIsy,Aventura,Pijama Party,uy,12/31/17,159,1505,0.531,0.815,1,-3.458,1,0.0677,0.0117,0,0.099,0.686,108.05,207013,4,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534
6lah9kMrDgQDcPLgmJfRdG,Complicidad (feat. Manuel Medrano),Vanesa Martín,co,2/15/17,168,4548,0.787,0.641,9,-6.015,1,0.0897,0.102,2.59E-06,0.104,0.56,103.938,235612,4,Colombia,36,6.356999874,6.452020054,6.261979694,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,2.616068125
1jNOi6m3Hn8nLEeHCp5Msr,Seven Nation Army,The White Stripes,au,6/19/17,193,16384,0.753,0.457,0,-7.709,1,0.0767,0.00679,0.484,0.311,0.297,123.913,231800,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
544E59bf3opnM83UHIop94,Fiebre,David Bisbal,es,8/21/17,199,15950,0.774,0.842,0,-5.15,1,0.165,0.287,0,0.22,0.688,90.03,197028,4,Spain,34,6.402999878,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
6stYbAJgTszHAHZMPxWWCY,Ay Mi Dios,IAmChino,py,12/31/17,188,1207,0.761,0.829,0,-3.203,0,0.0681,0.167,0,0.189,0.813,92.033,252003,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
2xLGWmTEfHH9kxDNEGgMNc,Mwaka Moon,Kalash,be,10/12/17,16,17559,0.779,0.541,1,-6.821,0,0.0806,0.238,0,0.106,0.305,155.028,237707,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
3vcHPShfJAFP3TtAAsTHsV,Hey Mamma - Radio Edit,Sunstroke Project,gr,5/17/17,66,1121,0.832,0.807,10,-5.946,0,0.11,0.222,0.00951,0.0681,0.641,110.113,179625,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
58tUwXG7xKE7gzNOp6Msca,Joga O Bum Bum Tam Tam,MC Fioti,py,12/31/17,88,2254,0.94,0.492,9,-9.034,1,0.108,0.627,0.0211,0.143,0.447,131.979,155454,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
42HI1CnQ4meVfZCTSwZK0n,Sitzheizung,187 Strassenbande,at,8/14/17,193,1834,0.693,0.658,8,-7.453,1,0.328,0.147,1.32E-05,0.2,0.302,136.876,197610,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
00wxIcA1PPbqEzATkHT4e1,Occidentali's Karma - Radio Edit,Francesco Gabbani,gr,5/14/17,58,1306,0.668,0.834,10,-3.997,1,0.0758,0.0428,3.23E-06,0.104,0.565,114.07,217613,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
4kKJ5CjwCtksszPMntho4N,Mauvaise graine,Nekfeu,be,2/22/17,194,2409,0.882,0.594,2,-7.898,0,0.0709,0.429,0,0.179,0.319,119.979,238053,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
4wUfHyRi6lepKoUDrjrmpu,Mi No Dansi,Broederliefde,nl,12/31/17,98,35715,0.869,0.655,6,-7.444,1,0.148,0.266,1.33E-05,0.0671,0.777,106,201880,4,Netherlands,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096
5kgqTe1BM720OjU78TGYDw,Tell Me You Love Me,Galantis,au,11/10/17,176,22636,0.762,0.797,5,-2.71,1,0.135,0.117,0,0.202,0.525,122.066,190400,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
48w8N1ZHC1bA9nKiRjKrXi,Gazette,Phlake,dk,8/23/17,194,7296,0.804,0.68,6,-6.428,0,0.157,0.00542,1.96E-05,0.273,0.571,119.979,225838,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
40FrkaBaV1XUfpUH1W6319,Testify,Future,ca,2/25/17,198,17666,0.681,0.524,4,-7.47,0,0.327,0.212,2.13E-06,0.112,0.15,96.183,178143,4,Canada,7,7.315999985,7.384402835,7.247597134,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,2.187264442
7Fb8u1fxwY1XcRYXJ1tUL2,Ahora Lloras Tú,Ana Mena,es,10/26/17,141,26087,0.717,0.9,7,-4.31,0,0.055,0.0165,0.000168,0.0573,0.762,115.979,207000,4,Spain,34,6.402999878,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
4xFM9ET7fPtYgbp9QyzrHl,Dari Mata,Jaz,id,12/31/17,144,9436,0.693,0.628,0,-5.055,1,0.0495,0.328,0,0.118,0.605,109.963,223463,4,Indonesia,81,5.262000084,5.352888598,5.17111157,0.995538592,1.274444699,0.492345721,0.443323463,0.611704588,0.015317135,1.429476976
7m7vqt0dQ3HXHSzLPMlFg3,Älä jätä roikkuu,JVG,fi,12/31/17,31,35903,0.436,0.668,0,-6.158,1,0.177,0.0498,0,0.243,0.368,162.607,233707,4,Finland,5,7.468999863,7.527542076,7.41045765,1.443571925,1.540246725,0.80915767,0.617950857,0.245482773,0.382611543,2.430181503
3V2Jcw7aWwNGNKyvveDgRW,Chico,Sleiman,dk,11/29/17,185,9861,0.774,0.823,4,-2.958,0,0.0461,0.372,7.83E-05,0.219,0.809,108.058,206000,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
6mb6lVLNrcUgLnEN8QnDJd,How Far I'll Go,Auli'i Cravalho,au,3/12/17,195,15412,0.576,0.319,4,-10.934,1,0.0518,0.603,0,0.173,0.0921,83.632,163387,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
7sMPXHS84uuTGeb21IgXnU,Ride Or Die,Josylvio,nl,12/31/17,47,64570,0.726,0.691,0,-4.753,1,0.275,0.626,0,0.0735,0.384,99.728,168257,4,Netherlands,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096
6eL1ncVDtQHgSm3E288TS7,Big Fish,Vince Staples,au,7/29/17,185,17017,0.898,0.547,3,-5.707,0,0.313,0.484,1.04E-05,0.37,0.763,100.01,198133,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
1AU7nfy6iBbNt7rrgSglOZ,Nostalgia,Taco Hemingway,pl,12/31/17,98,17130,0.839,0.462,1,-9.5,0,0.225,0.64,0,0.0823,0.471,104.977,229187,4,Poland,46,5.97300005,6.053908341,5.892091758,1.291787863,1.44571197,0.699475348,0.520342112,0.158465967,0.059307806,1.797722816
6fecYlUh7f5rZEtFWbrlVX,Kling Kling,Herra Hnetusmjör,is,12/29/17,81,1074,0.909,0.762,5,-7.296,0,0.112,0.00224,0,0.0512,0.664,132.075,208669,4,Iceland,3,7.504000187,7.622030473,7.385969901,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,2.322715282
1VDFn1PCpp8EOXLMURS8kP,Alleen,Lil' Kleine,nl,12/31/17,84,39623,0.824,0.827,9,-5.52,0,0.239,0.179,0,0.0829,0.292,120.088,198235,4,Netherlands,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096
5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West,au,12/31/17,40,86689,0.646,0.696,1,-5.572,0,0.342,0.0192,0,0.0762,0.625,92.88,207401,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
5YY7ht3PCArlLjLbcTiAvh,Escápate Conmigo - Remix,Wisin,py,12/31/17,63,3040,0.797,0.804,1,-4.817,1,0.0711,0.0464,1.54E-05,0.317,0.451,91.973,386333,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
4QL5DKkPZwBXkph4fW2Y0Z,We are,ONE OK ROCK,jp,12/31/17,155,4236,0.413,0.823,5,-5.294,1,0.0525,0.0503,0,0.119,0.326,147.927,255485,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
4NGlDkTO27uxg8del4oTAr,No Quiere Amor (feat. Farruko),Lenny Tavárez,do,11/10/17,171,1014,0.739,0.732,5,-6.873,0,0.225,0.794,3.90E-05,0.192,0.668,124.021,268560,4,Dominican Republic,86,5.230000019,5.349060885,5.110939153,1.079373837,1.402416706,0.574873745,0.552589834,0.18696785,0.113945253,1.31946516
6mapJIPnQ23RTAevUoE0DL,Swang,Rae Sremmurd,lv,7/18/17,55,1043,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82E-06,0.1,0.166,139.992,208120,4,Latvia,54,5.849999905,5.920263538,5.779736271,1.260748625,1.404714942,0.638566971,0.325707912,0.153074786,0.073842727,1.993655205
0RE7AgMKdpcvRkK7EhNoBs,Diamanten,Kontra K,at,5/8/17,188,1601,0.468,0.834,9,-5.898,0,0.391,0.158,0,0.282,0.553,86.8,207355,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
0dFiiODrnuKpf1N9xVe8n7,Hælder Op,Ude Af Kontrol,dk,2/3/17,163,9339,0.799,0.827,3,-5.461,0,0.0407,0.333,0.00588,0.0585,0.807,123.987,153000,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
3j0fZOhHb9wlA1rsxGoMEz,Millonario al Tiro,El Alfa,do,8/10/17,99,1669,0.89,0.906,0,-4.839,1,0.176,0.28,6.20E-05,0.165,0.464,118.055,254253,4,Dominican Republic,86,5.230000019,5.349060885,5.110939153,1.079373837,1.402416706,0.574873745,0.552589834,0.18696785,0.113945253,1.31946516
6VFMGKuYTlaYgbhvILfbc7,Candy Paint,Post Malone,au,10/23/17,93,34074,0.669,0.686,4,-5.534,1,0.184,0.627,0,0.0734,0.437,180.046,229573,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
21lnmphofXWWeSSx0PEMjc,Un Ratito Mas,Bryant Myers,py,12/31/17,99,2024,0.662,0.628,1,-3.889,1,0.0468,0.145,0,0.274,0.202,139.898,283002,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
2i6Sz8iwPsMuS8cCUoTiuT,Tengo un vicio,#TocoParaVos,uy,12/31/17,118,1866,0.788,0.712,1,-5.835,1,0.0614,0.0451,0,0.137,0.65,97.011,188177,4,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534
2BAmF6QyK5IYEOp1TFmt0u,Feel It,Young Thug,us,7/1/17,179,172893,0.721,0.513,7,-7.882,0,0.121,0.0959,0,0.341,0.31,124.02,236587,4,United States,14,6.993000031,7.074656748,6.911343313,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788,2.218113422
5y2qTBdWUFNgSPOygSWOMe,Bis hier und noch weiter,Adel Tawil,at,5/9/17,192,1616,0.745,0.872,8,-2.629,1,0.203,0.134,0,0.253,0.525,90.983,228053,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
2Vdub5mY4lad7w64bFPUez,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,py,11/18/17,186,1023,0.489,0.962,0,-2.597,1,0.215,0.0277,6.18E-06,0.128,0.518,104.563,194942,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
5caMCe2gq8y72GVUEQEonQ,Unendlichkeit,Cro,at,9/7/17,33,7458,0.312,0.672,2,-6.154,0,0.062,0.169,0,0.173,0.425,77.658,216947,1,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
1vVNlXi8gf8tZ7OhnEs4VE,A Lie,French Montana,gr,7/14/17,55,1501,0.516,0.792,1,-5.38,0,0.216,0.0235,0,0.404,0.524,121.189,226790,5,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
2d8rQXA25Yk5ZE3XW1eTXs,Me Gustas,Kevin Roldan,py,9/7/17,177,1012,0.834,0.65,10,-3.604,0,0.158,0.0278,0,0.0822,0.389,96.933,209733,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
51WUacrCkukxCgym463uNN,Wohin willst du,Gestört aber GeiL,at,12/31/17,38,9646,0.748,0.755,0,-7.49,0,0.0563,0.04,0.00244,0.0749,0.314,122.008,210995,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
4Y2oUgKIeCRkN93TUzFljq,Que Nadie Sepa Mi Sufrir,La Sonora Dinamita,gt,12/25/17,90,1841,0.654,0.815,4,-5.231,0,0.0511,0.326,4.83E-05,0.153,0.897,104.043,244963,4,Guatemala,29,6.453999996,6.566873973,6.34112602,0.872001946,1.255585194,0.54023999,0.531310618,0.283488393,0.077223279,2.893891096
5DTBkAANRc9K2B2uZ9aVCU,Sitä säät mitä tilaat (feat. Ellinoora),JVG,fi,12/30/17,127,9615,0.678,0.56,8,-6.06,0,0.0533,0.136,0.000469,0.114,0.147,93.129,215400,4,Finland,5,7.468999863,7.527542076,7.41045765,1.443571925,1.540246725,0.80915767,0.617950857,0.245482773,0.382611543,2.430181503
77L1xG4kehRoAB4K37gQEA,"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",Morat,co,7/4/17,200,3942,0.726,0.665,10,-6.881,0,0.166,0.273,0,0.0623,0.883,94.006,177947,4,Colombia,36,6.356999874,6.452020054,6.261979694,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,2.616068125
0z18wqbjuXTxzaNm4oegU2,Oh bah oui,Lacrim,be,4/27/17,184,2678,0.878,0.703,0,-6.816,1,0.268,0.219,0,0.438,0.578,115.948,198333,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
7rdv6gmOFc5CWGNdRdaZ11,Esmer,Ceylan Ertem,tr,12/31/17,197,7957,0.264,0.409,4,-7.565,0,0.0425,0.786,0,0.132,0.223,72.637,224896,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
0EgWPK90G0BlnP00LdKnGK,Gravity,Jasmine Kara,se,3/19/17,158,19342,0.615,0.686,0,-5.02,1,0.0366,0.00565,0.00266,0.0849,0.291,126.151,179280,4,Sweden,9,7.28399992,7.344094877,7.223904962,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,2.097537994
1nWRwihlQeUoCIjZU3W0Cv,Consigliere,KESI,dk,9/14/17,176,8372,0.792,0.62,1,-4.457,1,0.0548,0.285,0,0.116,0.36,141.004,220659,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
0Qie3z4SQZzg2N569rPQOf,Faces,Crystal Kay,jp,3/22/17,180,1401,0.5,0.575,7,-4.475,1,0.0267,0.364,0,0.0867,0.24,80.004,305440,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
6bjQXLHkAMGq9Yjh6oIPzd,EYO (feat. Nelli Matula),Profeetat,fi,10/26/17,56,16515,0.588,0.808,6,-4.809,1,0.0318,0.0078,0,0.32,0.339,94.974,219828,4,Finland,5,7.468999863,7.527542076,7.41045765,1.443571925,1.540246725,0.80915767,0.617950857,0.245482773,0.382611543,2.430181503
5p3NP9mQblDsVJLdfNZJ3I,GOD.,Kendrick Lamar,gr,4/19/17,71,1036,0.706,0.557,0,-5.8,1,0.0813,0.0347,0,0.276,0.205,132.98,248827,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
12wiyBZqQ3mOU7AfygXJCw,Homem de Família - Ao Vivo,Gusttavo Lima,br,12/30/17,197,51158,0.703,0.84,4,-4.243,1,0.05,0.662,0,0.934,0.813,135.499,184889,4,Brazil,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082
27qFFBH6c4v3fQ2DwDCqBA,Jaloux,Skinz,dk,12/30/17,192,8334,0.726,0.584,6,-6.098,0,0.141,0.0761,0,0.0481,0.82,154.932,191941,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
7pueb0FHOYlKAJPXhVhwml,Me Gusta - Remix,Alkilados,py,5/12/17,147,1033,0.789,0.808,1,-4.694,0,0.063,0.0671,0.000115,0.171,0.662,99.974,221920,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
6gqnGXe4lmImlWcjOrRzv4,Come Alive,Noah Carter,dk,8/1/17,105,11366,0.714,0.366,6,-10.85,0,0.0939,0.64,8.38E-05,0.0886,0.79,159.964,204000,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
5mey7CLLuFToM2P68Qu1gF,Andas En Mi Cabeza,Chino & Nacho,py,9/30/17,171,1055,0.68,0.954,9,-1.823,1,0.119,0.0244,0,0.112,0.521,104.029,247493,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
0cgiShL1lhPg1LVW4qY08Q,Destiny,Che'Nelle,jp,6/4/17,59,4135,0.612,0.843,4,-3.422,0,0.0637,0.0305,0,0.131,0.477,154.007,237947,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
63SGQVGRElERHTuljbqCsD,Mit Absicht,187 Strassenbande,at,7/24/17,193,1896,0.641,0.722,2,-5.586,1,0.272,0.169,0,0.316,0.566,93.696,217969,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
4eUxD9V0Df1prftDNBpQ9Z,Noche,Lacrim,be,12/12/17,188,3863,0.759,0.547,5,-7.717,0,0.351,0.359,0,0.0996,0.249,126.992,218853,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
4INDiWSKvqSKDEu7mh8HFz,Mo Money Mo Problems (feat. Mase & Puff Daddy) - 2014 Remastered Version,The Notorious B.I.G.,au,12/31/17,65,62157,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.10E-06,0.203,0.904,104.536,257400,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
0PE1dlvMZeBqEbm4BtVVSZ,Si No Vuelves,Gente De Zona,py,11/17/17,195,1003,0.681,0.912,6,-5.006,0,0.04,0.102,7.18E-05,0.325,0.667,92.021,215640,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
4AfMrCnsJxdT5WUJVrAOhv,Ana Lucia,Kchiporros,py,12/31/17,152,1372,0.601,0.829,9,-5.637,1,0.038,0.0141,5.17E-05,0.103,0.778,159.866,204586,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
3iDPALl8BoUbuXZgy6EOWY,Sexto Sentido (feat. Bad Bunny),Gigolo Y La Exce,py,12/31/17,49,4775,0.714,0.624,5,-5.413,0,0.0651,0.39,0,0.12,0.5,140.984,227221,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
2naJy8SKJ27gj6ZhRPDKaz,Si Tu Lo Dejas,Rvssian,py,12/31/17,124,1629,0.713,0.577,1,-9.367,0,0.0436,0.0286,0,0.165,0.387,115.021,275478,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
1XCKlzIqaehohdUTihetGN,Cobertor de Orelha - Ao Vivo,Turma do Pagode,br,12/31/17,167,68287,0.611,0.849,9,-6.652,1,0.0415,0.773,0,0.982,0.907,80.067,156921,4,Brazil,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082
5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,R. Kelly,au,12/31/17,119,44444,0.795,0.523,1,-7.165,1,0.0423,0.061,0,0.0914,0.855,133.024,186067,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
1XT0cpl9g0GuRQJao2nqXd,Kanzen kankaku Dreamer,ONE OK ROCK,jp,12/31/17,82,6201,0.558,0.914,6,-3.395,0,0.0996,0.000191,0,0.132,0.711,94.975,252200,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
36XNdtXaPIAfhOiyKIPpWl,Kleiner Cabrón,Veysel,at,11/2/17,28,8018,0.702,0.822,2,-5.502,0,0.134,0.214,0,0.141,0.478,128.102,212899,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
